HudongItem1,relation,HudongItem2
卢森堡,member of,国际开发协会
卢森堡,member of,国际电信联盟
卢森堡,member of,世界气象组织
卢森堡,currency,欧元
卢森堡,shares border with,德国
卢森堡,shares border with,法国
卢森堡,shares border with,比利时
卢森堡,language used,卢森堡语
卢森堡,language used,德语
卢森堡,language used,法语
机器翻译,subclass of,翻译
专家系统,subclass of,人工智能
专家系统,subclass of,计算机程序
夏奇拉,country of citizenship,哥伦比亚
机器翻译,studied by,自然语言处理
石河子大学,country,中华人民共和国
金正恩,sex or gender,男
王小川,sex or gender,男
地核,part of,地球
夏奇拉,given name,夏奇拉
李子彬,educated at,清华大学
王小川,country of citizenship,中华人民共和国
刘羽琦,country of citizenship,中华人民共和国
伍乐城,sex or gender,男
周炳琳,sex or gender,男
温德,country,匈牙利
风暴舞,country of origin,中华人民共和国
宁财神,sex or gender,男
约翰·罗杰斯·希尔勒,sex or gender,男
红海行动,country of origin,中华人民共和国
伍乐城,country of citizenship,中华人民共和国
周炳琳,occupation,教师
金正恩,place of birth,平壤
轻功,subclass of,技术
宁财神,country of citizenship,中华人民共和国
约翰·罗杰斯·希尔勒,country of citizenship,美国
红海行动,country of origin,香港
周炳琳,educated at,北京大学
王小川,educated at,清华大学
热能,subclass of,能量
日本桥,country,日本
威尔·史密斯,sex or gender,男
田中耕一,sex or gender,男
黑客,different from,黑客
专家系统,has part,知识库
威尔·史密斯,country of citizenship,美国
田中耕一,country of citizenship,日本
推理之绊,country of origin,日本
史蒂夫·纳什,sex or gender,男
纸杯蛋糕,country of origin,美国
Fraser,language of work or name,英语
威尔·史密斯,country for sport,美国
哮喘,symptoms,胸痛
约翰·罗杰斯·希尔勒,languages spoken written or signed,英语
推理之绊,language of work or name,日语
专家系统,has part,用户界面
史蒂夫·纳什,country of citizenship,加拿大
方案,country of origin,英国
尼斯,official language,法语
宁财神,notable work,武林外传
约翰·罗杰斯·希尔勒,occupation,哲学家
红海行动,cast member,张译
伍乐城,occupation,作曲家
史蒂夫·纳什,country of citizenship,英国
尼斯,country,法国
Fraser,different from,Fraser
夏奇拉,native language,西班牙语
史蒂夫·纳什,country for sport,美国
红海行动,cast member,张涵予
夏奇拉,languages spoken written or signed,西班牙语
尼斯,country,法国
红海行动,cast member,海清
伍乐城,permanent resident of,香港
夏奇拉,languages spoken written or signed,英语
田中耕一,occupation,工程师
红海行动,cast member,杜江
夏奇拉,languages spoken written or signed,意大利语
田中耕一,employer,东京大学
夏奇拉,languages spoken written or signed,葡萄牙语
夏奇拉,languages spoken written or signed,法语
夏奇拉,occupation,歌手
红海行动,narrative location,非洲
威尔·史密斯,languages spoken written or signed,英语
蜘蛛侠：英雄归来,country of origin,美国
约翰·罗杰斯·希尔勒,educated at,威斯康星大学麦迪逊分校
蜘蛛侠：英雄归来,original language of film or TV show,英语
夏奇拉,occupation,作曲家
威尔·史密斯,occupation,歌手
金正恩,ethnic group,朝鲜族
威尔·史密斯,occupation,作曲家
威尔·史密斯,residence,洛杉矶
夏奇拉,educated at,宾夕法尼亚大学
威尔·史密斯,religion,基督教
夏奇拉,residence,洛杉矶
尼斯,twinned administrative body,纽伦堡
尼斯,twinned administrative body,威尼斯
尼斯,twinned administrative body,里约热内卢
夏奇拉,influenced by,约翰·列侬
蜘蛛侠：英雄归来,narrative location,纽约
蜘蛛侠：英雄归来,filming location,纽约
蜘蛛侠：英雄归来,ClassInd category,12
吴文俊,sex or gender,男
中讯邮电咨询设计院有限公司,instance of,商业
外微分,subclass of,微分学
吴文俊,country of citizenship,中国
2018年,follows,2017年
蜘蛛侠：英雄归来,Kijkwijzer rating,12
中讯邮电咨询设计院有限公司,country,中华人民共和国
韩栋,sex or gender,男
吴文俊,country of citizenship,中华人民共和国
向量空间,subclass of,空间
韩栋,country of citizenship,中华人民共和国
SE,instance of,国家
apt-get,instance of,应用软件
推理,instance of,推理
教育制度,subclass of,教育
apt-get,instance of,自由软件
人类语言,subclass of,语言
谈判官,country of origin,中华人民共和国
田丰,sex or gender,男
推理,subclass of,过程
教育制度,has part,高等教育
三明治,country of origin,英格兰
教育制度,has part,高等教育
韩栋,educated at,中南大学
approach,said to be the same as,技术
思维过程,studied by,认知科学
悟空传,country of origin,中华人民共和国
美国共和党,country,美国
中华人民共和国中央人民政府,country,中华人民共和国
吴文俊,field of work,拓扑学
田丰,place of death,香港
悟空传,cast member,彭于晏
中华人民共和国中央人民政府,applies to jurisdiction,中华人民共和国
吴文俊,employer,北京大学
中华人民共和国中央人民政府,parent organization,中华人民共和国全国人民代表大会
吴文俊,employer,浙江大学
美国共和党,political ideology,保守主义
apt-get,operating system,Debian
中华人民共和国中央人民政府,subsidiary,中华人民共和国教育部
apt-get,programming language,C++
中华人民共和国中央人民政府,subsidiary,中华人民共和国科学技术部
SE,continent,欧洲
吴文俊,educated at,上海交通大学
SE,country,瑞典
SE,capital,斯德哥尔摩
思维过程,has part,学习
中华人民共和国中央人民政府,subsidiary,中华人民共和国民政部
SE,located in or next to body of water,波罗的海
氯硝西泮,medical condition treated,焦虑症
SE,located in or next to body of water,卡特加特海峡
美国共和党,color,红色
SE,basic form of government,君主立宪制
美国共和党,different from,美国共和党
美国共和党,official color,红色
SE,head of state,卡尔十四世·约翰
SE,diplomatic relation,加拿大
SE,diplomatic relation,意大利
SE,diplomatic relation,德国
SE,diplomatic relation,菲律宾
SE,diplomatic relation,澳大利亚
SE,diplomatic relation,挪威
SE,diplomatic relation,乌克兰
SE,diplomatic relation,塞尔维亚
SE,diplomatic relation,美国
SE,diplomatic relation,爱沙尼亚
SE,diplomatic relation,丹麦
SE,diplomatic relation,埃塞俄比亚
SE,diplomatic relation,几内亚
SE,diplomatic relation,伊拉克
SE,diplomatic relation,马来西亚
SE,diplomatic relation,立陶宛
SE,diplomatic relation,纳米比亚
SE,diplomatic relation,印度尼西亚
SE,diplomatic relation,墨西哥
SE,diplomatic relation,日本
SE,diplomatic relation,乌拉圭
SE,diplomatic relation,中华人民共和国
SE,diplomatic relation,阿根廷
SE,diplomatic relation,俄罗斯
SE,diplomatic relation,希腊
SE,diplomatic relation,匈牙利
SE,diplomatic relation,秘鲁
SE,diplomatic relation,新西兰
SE,diplomatic relation,巴西
SE,diplomatic relation,以色列
SE,member of,欧洲联盟
SE,member of,联合国
SE,member of,经济合作与发展组织
SE,member of,欧洲委员会
SE,member of,世界贸易组织
SE,member of,国际开发协会
图灵测试,subclass of,测试
汤显祖,sex or gender,男
诺曼·怀特塞德,sex or gender,男
汤显祖,country of citizenship,明朝
浏览器插件,subclass of,应用软件
诺曼·怀特塞德,country of citizenship,英国
何申,sex or gender,男
搜狐,instance of,商业
何申,country of citizenship,明朝
盐城工学院,country,中华人民共和国
虚拟专用网络,instance of,外延
王宇威,sex or gender,男
V.I.P.,country of origin,美国
深圳前海微众银行,instance of,商业
搜狐,founded by,张朝阳
MSNBC,country,美国
V.I.P.,original language of film or TV show,英语
列夫·雅辛,sex or gender,男
深圳前海微众银行,owned by,腾讯
搜狐,country,中华人民共和国
V.I.P.,language of work or name,英语
怀远县,country,中华人民共和国
敌后武工队,language of work or name,汉语
列夫·雅辛,country of citizenship,苏联
深圳前海微众银行,headquarters location,前海深港现代服务业合作区
SE,member of,国际电信联盟
金球奖,country,美国
列夫·雅辛,country for sport,苏联
兆帕,measured physical quantity,压强
搜狐,stock exchange,纳斯达克
汤显祖,languages spoken written or signed,汉语
MSNBC,language used,英语
金球奖,location,美国
搜狐,stock exchange,纳斯达克
MSNBC,operating area,美国
SE,member of,世界气象组织
列夫·雅辛,place of birth,莫斯科
汤显祖,occupation,作家
列夫·雅辛,place of death,莫斯科
诺曼·怀特塞德,member of sports team,埃弗顿足球俱乐部
诺曼·怀特塞德,sport,足球
列夫·雅辛,native language,俄语
列夫·雅辛,languages spoken written or signed,俄语
列夫·雅辛,sport,足球
新型冠状病毒肺炎,symptoms,呼吸困难
列夫·雅辛,award received,金球奖
新型冠状病毒肺炎,symptoms,恶心
SE,shares border with,挪威
SE,shares border with,丹麦
新型冠状病毒肺炎,risk factor,哮喘
移花,language of work or name,汉语
google,instance of,动词
国务院学位委员会,country,中华人民共和国
武汉工程大学,country,中华人民共和国
中国矿业大学,country,中华人民共和国
投资银行,subclass of,银行
北京人,parent taxon,直立人
克里斯蒂亚诺·罗纳尔多,sex or gender,男
SP3,instance of,基因
克里斯蒂亚诺·罗纳尔多,country of citizenship,葡萄牙
北京市第一中级人民法院,country,中华人民共和国
南京大学,part of,中华人民共和国教育部
广东外语外贸大学,country,中华人民共和国
二叠纪,instance of,system
克里斯蒂亚诺·罗纳尔多,country for sport,葡萄牙
法兰克福,country,美国
姚贝娜,country of citizenship,中华人民共和国
南京大学,country,中华人民共和国
OS,subclass of,系统软件
魏河俊,sex or gender,男
PPP,subclass of,合作
谷歌拼音输入法,instance of,输入法
通用二进制,facet of,操作系统
陈茹玉,country of citizenship,中华人民共和国
郝诒纯,country of citizenship,中华人民共和国
谷歌拼音输入法,language of work or name,简体中文
罗晋,sex or gender,男
窗,material used,玻璃
OS,has part,内核
利比里亚,instance of,国家
谷歌拼音输入法,language of work or name,繁体中文
罗晋,country of citizenship,中华人民共和国
二叠纪,followed by,三叠纪
宋文,sex or gender,男
陈氏定理,named after,陈景润
令牌环,instance of,技术
Simon,part of,Simon
高瀚宇,sex or gender,男
黑衣人,based on,黑衣人
陈茹玉,spouse,何炳林
利比里亚,official language,英语
宋文,country of citizenship,明朝
Simon,language of work or name,法语
Amaze,country,日本
郝诒纯,educated at,国立西南联合大学
Simon,language of work or name,英语
文艺复兴,follows,中世纪
谷歌拼音输入法,operating system,Linux
罗晋,spouse,唐嫣
Wendy,different from,Wendy
姚贝娜,occupation,歌手
谷歌拼音输入法,operating system,Android
利比里亚,continent,非洲
谷歌拼音输入法,use,输入法
罗晋,occupation,歌手
陈茹玉,educated at,印第安纳大学
利比里亚,country,利比里亚
黑衣人,main subject,外星生命
陈茹玉,educated at,国立西南联合大学
姚贝娜,educated at,中国音乐学院
黑衣人,main subject,昆虫
利比里亚,lowest point,大西洋
黑衣人,country of origin,美国
克里斯蒂亚诺·罗纳尔多,native language,葡萄牙语
黑衣人,original language of film or TV show,英语
克里斯蒂亚诺·罗纳尔多,languages spoken written or signed,葡萄牙语
克里斯蒂亚诺·罗纳尔多,languages spoken written or signed,西班牙语
