HudongItem,relation,NewNode
黎巴嫩,contains administrative territorial entity,贝卡省
巴布亚新几内亚,language used,Angaataha
黎巴嫩,contains administrative territorial entity,黎巴嫩山省
巴布亚新几内亚,language used,Nai
黎巴嫩,contains administrative territorial entity,北部省
巴布亚新几内亚,language used,Onjob
黎巴嫩,contains administrative territorial entity,南部省
巴布亚新几内亚,language used,Baluan-Pam
黎巴嫩,contains administrative territorial entity,纳巴泰省
巴布亚新几内亚,language used,Amele
黎巴嫩,located in time zone,UTC+02:00
巴布亚新几内亚,language used,Bannoni
黎巴嫩,located in time zone,UTC+03:00
巴布亚新几内亚,language used,Tiang
黎巴嫩,located in time zone,欧洲东部时间
巴布亚新几内亚,language used,Papi
黎巴嫩,located in time zone,欧洲东部夏令时间
巴布亚新几内亚,language used,Tulu-Bohuai
黎巴嫩,currency,黎巴嫩镑
巴布亚新几内亚,language used,Tomoip
巴布亚新几内亚,language used,Tigak
巴布亚新几内亚,language used,Dom
黎巴嫩,driving side,右
巴布亚新几内亚,language used,Taulil
黎巴嫩,electrical plug type,NEMA 1-15
巴布亚新几内亚,language used,Domu
黎巴嫩,electrical plug type,NEMA 5-15
巴布亚新几内亚,language used,Pasi
黎巴嫩,electrical plug type,欧式插头
巴布亚新几内亚,language used,Tinputz
黎巴嫩,electrical plug type,AC power plugs and sockets: British and related types
巴布亚新几内亚,language used,Boazi language
黎巴嫩,electrical plug type,BS 1363
巴布亚新几内亚,language used,Mapos Buang
黎巴嫩,language used,现代标准阿拉伯语
巴布亚新几内亚,language used,Bilur
巴布亚新几内亚,language used,Duau
巴布亚新几内亚,language used,Parawen
黎巴嫩,language used,North Levantine Arabic
巴布亚新几内亚,language used,Doromu language
黎巴嫩,flag,黎巴嫩国旗
巴布亚新几内亚,language used,Bipi
黎巴嫩,coat of arms,黎巴嫩国徽
巴布亚新几内亚,language used,Domung
黎巴嫩,has quality,partly free country
巴布亚新几内亚,language used,Teop
黎巴嫩,top-level Internet domain,.lb
巴布亚新几内亚,language used,Duwet
黎巴嫩,geography of topic,黎巴嫩地理
巴布亚新几内亚,language used,Duna
黎巴嫩,history of topic,黎巴嫩历史
巴布亚新几内亚,language used,Waffa
黎巴嫩,described by source,天主教百科全书
巴布亚新几内亚,language used,Dumun
黎巴嫩,emergency phone number,140
巴布亚新几内亚,language used,瓦基语
黎巴嫩,emergency phone number,175
巴布亚新几内亚,language used,Piame
黎巴嫩,emergency phone number,国际求救电话
巴布亚新几内亚,language used,Yabem
黎巴嫩,emergency phone number,160
巴布亚新几内亚,language used,Rapting
黎巴嫩,topic's main Wikimedia portal,Portal:Lebanon
巴布亚新几内亚,language used,Ese
黎巴嫩,topic's main category,Category:黎巴嫩
巴布亚新几内亚,language used,Rapoisi
黎巴嫩,category of associated people,Category:黎巴嫩人
巴布亚新几内亚,language used,Yalë language
黎巴嫩,category for people born here,Category:Births in Lebanon
巴布亚新几内亚,language used,Karkar language
黎巴嫩,category for people who died here,Category:Deaths in Lebanon
巴布亚新几内亚,language used,Yareba
黎巴嫩,category of people buried here,Category:Burials in Lebanon
巴布亚新几内亚,language used,Bwaidoka
黎巴嫩,category for films shot at this location,Category:Films shot in Lebanon
巴布亚新几内亚,language used,Tungag
黎巴嫩,Wikimedia outline,outline of Lebanon
巴布亚新几内亚,language used,Pei
黎巴嫩,category for maps,Category:Maps of Lebanon
巴布亚新几内亚,language used,Pawaia
巴布亚新几内亚,language used,Torau
巴布亚新几内亚,language used,Ubir
巴布亚新几内亚,language used,Eitiep
巴布亚新几内亚,language used,Marangis language
巴布亚新几内亚,language used,Elkei
巴布亚新几内亚,language used,Elepi
巴布亚新几内亚,language used,Yaweyuha
巴布亚新几内亚,language used,Pouye
巴布亚新几内亚,language used,艾托罗语
巴布亚新几内亚,language used,Pulabu
巴布亚新几内亚,language used,Nimoa
巴布亚新几内亚,language used,Pal
巴布亚新几内亚,language used,Pogaya language
巴布亚新几内亚,language used,Kamula
巴布亚新几内亚,language used,Bina language
巴布亚新几内亚,language used,Ipiko
巴布亚新几内亚,language used,Siroi
巴布亚新几内亚,language used,Pahi
巴布亚新几内亚,language used,Piu
巴布亚新几内亚,language used,Ganglau
巴布亚新几内亚,language used,Salt-Yui
巴布亚新几内亚,language used,Sam
巴布亚新几内亚,language used,Garus
巴布亚新几内亚,language used,Samberigi
巴布亚新几内亚,language used,Galeya
巴布亚新几内亚,language used,Ere
巴布亚新几内亚,language used,Gal
巴布亚新几内亚,language used,Gaikundi
巴布亚新几内亚,language used,Wuvulu-Aua
巴布亚新几内亚,language used,Gants
巴布亚新几内亚,language used,Ewage language
巴布亚新几内亚,language used,Rempi
巴布亚新几内亚,language used,Doga
巴布亚新几内亚,language used,Rema
巴布亚新几内亚,language used,Gadsup
巴布亚新几内亚,language used,Fiwaga
巴布亚新几内亚,language used,Folopa
巴布亚新几内亚,language used,Foi
巴布亚新几内亚,language used,Forak
巴布亚新几内亚,language used,Zia
巴布亚新几内亚,language used,Guramalum
巴布亚新几内亚,language used,Wab
巴布亚新几内亚,language used,Vitu
巴布亚新几内亚,language used,Ura language
巴布亚新几内亚,language used,Hewa
巴布亚新几内亚,language used,Saep
巴布亚新几内亚,language used,Romkun
巴布亚新几内亚,language used,Safeyoka
巴布亚新几内亚,language used,Rumu
巴布亚新几内亚,language used,Gende
巴布亚新几内亚,language used,Haigwai
巴布亚新几内亚,language used,Gitua
巴布亚新几内亚,language used,Golin
巴布亚新几内亚,language used,Gwahatike
巴布亚新几内亚,language used,Gweda
巴布亚新几内亚,language used,Hamtai
巴布亚新几内亚,language used,Seim language
巴布亚新几内亚,language used,Hagahai language
巴布亚新几内亚,language used,Sihan
巴布亚新几内亚,language used,Konai
巴布亚新几内亚,language used,Sialum
巴布亚新几内亚,language used,Gusan language
巴布亚新几内亚,language used,蒙古语（新几内亚）
巴布亚新几内亚,language used,Humene
巴布亚新几内亚,language used,Guya
巴布亚新几内亚,language used,Ginuman
巴布亚新几内亚,language used,Karami
巴布亚新几内亚,language used,Kobol
巴布亚新几内亚,language used,Kare language
巴布亚新几内亚,language used,Keoru language
巴布亚新几内亚,language used,几密语
巴布亚新几内亚,language used,柯本语
巴布亚新几内亚,language used,Seta
巴布亚新几内亚,language used,Kawacha
巴布亚新几内亚,language used,Isabi
巴布亚新几内亚,language used,Isebe
巴布亚新几内亚,language used,Guhu-Samane
巴布亚新几内亚,language used,Sewa Bay
巴布亚新几内亚,language used,Ikobi
巴布亚新几内亚,language used,Seti
巴布亚新几内亚,language used,Kamano
巴布亚新几内亚,language used,Setaman
巴布亚新几内亚,language used,Siane
巴布亚新几内亚,language used,Kinalakna
巴布亚新几内亚,language used,Nobonob
巴布亚新几内亚,language used,Sengo
巴布亚新几内亚,language used,Sengseng
巴布亚新几内亚,language used,Sepa language
巴布亚新几内亚,language used,Kire
巴布亚新几内亚,language used,Saruga
巴布亚新几内亚,language used,Sene
巴布亚新几内亚,language used,Sera
巴布亚新几内亚,language used,Ghayavi
巴布亚新几内亚,language used,Abau
巴布亚新几内亚,language used,Gapapaiwa
巴布亚新几内亚,language used,Gobasi
巴布亚新几内亚,language used,Girawa
巴布亚新几内亚,language used,Fore
巴布亚新几内亚,language used,Sanio language
巴布亚新几内亚,language used,Gumalu
巴布亚新几内亚,language used,Fuyug
巴布亚新几内亚,language used,Gizrra
巴布亚新几内亚,language used,Gumawana
巴布亚新几内亚,language used,Malas
巴布亚新几内亚,language used,Inoke language
巴布亚新几内亚,language used,Sinasina
巴布亚新几内亚,language used,Sileibi
巴布亚新几内亚,language used,Siliput
巴布亚新几内亚,language used,Sinsauru
巴布亚新几内亚,language used,Siwai
巴布亚新几内亚,language used,Silopi
巴布亚新几内亚,language used,辛巴里语
巴布亚新几内亚,language used,Sissano
巴布亚新几内亚,language used,Sinagen
巴布亚新几内亚,language used,Ipili
巴布亚新几内亚,language used,Simeku
巴布亚新几内亚,language used,Iwam
巴布亚新几内亚,language used,Huli
巴布亚新几内亚,language used,Hahon
巴布亚新几内亚,language used,Inapang
巴布亚新几内亚,language used,Imonda
巴布亚新几内亚,language used,Halia
巴布亚新几内亚,language used,Hermit
巴布亚新几内亚,language used,Iduna
巴布亚新几内亚,language used,Idi
巴布亚新几内亚,language used,Hakö
巴布亚新几内亚,language used,Iatmül language
巴布亚新几内亚,language used,Igana
巴布亚新几内亚,language used,Kanasi
巴布亚新几内亚,language used,Suarmin
巴布亚新几内亚,language used,Mala language
巴布亚新几内亚,language used,Suganga
巴布亚新几内亚,language used,Sowanda
巴布亚新几内亚,language used,Rawa
巴布亚新几内亚,language used,Nuk
巴布亚新几内亚,language used,Iyo
巴布亚新几内亚,language used,Nomu
巴布亚新几内亚,language used,Rao
巴布亚新几内亚,language used,Nomane
巴布亚新几内亚,language used,Seimat
巴布亚新几内亚,language used,Ono
巴布亚新几内亚,language used,Jilim
巴布亚新几内亚,language used,Suena
巴布亚新几内亚,language used,Panim
巴布亚新几内亚,language used,Ningil
巴布亚新几内亚,language used,Sulka
祖峰,instance of,人类
成长,instance of,维基媒体消歧义页
宋少帝陵,instance of,坟场
罗湖区,instance of,中国的区
少女峰,instance of,山
牛牛,instance of,人类
Matt,instance of,男性人名
罗伯特·格拉布,instance of,人类
巴布亚新几内亚,language used,Kaulong
少女峰,part of,阿莱奇自然保护区
Matt,instance of,绰号
巴布亚新几内亚,language used,Kandas
机械师,instance of,电影
埃尔温·薛定谔,instance of,人类
新余学院,instance of,教育机构
乱斗西游,instance of,电子游戏
网桥,subclass of,网路硬体
Charlie,instance of,Latin-script letter
罗湖区,capital,黄贝街道
牛牛,family name,张
Matt,instance of,名字
巴布亚新几内亚,language used,Sumau
机械师,genre,心理惊悚
Charlie,instance of,辅音字母
祖峰,family name,祖姓
罗湖区,located in the administrative territorial entity,深圳市
牛牛,relative,牛恩德
罗伯特·格拉布,given name,罗伯特
巴布亚新几内亚,language used,Sumariup
马奇诺防线,instance of,fortified line
北京折叠,instance of,novelette
贝弗里奇,instance of,人类
徐源,instance of,人类
东法兰克王国,instance of,主权国家
灌篮高手,instance of,动画电视节目系列
大亚湾,instance of,海湾
泛函分析,instance of,数学领域
机械师,genre,剧情片
新余学院,located in the administrative territorial entity,新馀市
Charlie,part of,拉丁文字
祖峰,place of birth,南京市
罗湖区,contains administrative territorial entity,桂园街道 (深圳市)
少女峰,located in the administrative territorial entity,卢达本纳
牛牛,occupation,钢琴家
Matt,writing system,拉丁文字
